Sigla,Setor_Descricao,Setor_Codigo
ENSP,SECAO DE PATRIMONIO,007006160
FAR-MANGUINHOS,Sala:  Andar: 01 Predio: 048,011010201
ICTB,COORDENACAO DE EXPERIMENTACAO ANIMAL,018005300
INI,SERV. SOCIAL,017005500
IOC,LAB DE IMUNOMODULACAO E PROTOZOOLOGIA,005120059
IOC,SECAO DE PATRIMONIO - ALIENACAO,005160000
COGEAD,GESTAO DE CONTRATOS,016000007
COGEAD,SECRETARIA ACADEMICA,043102000
IOC,NUCLEO DE INOVACAO TECNOLOGICA,005141000
COGEAD,CENTRO LAT.AMERIC. DE EST. DE VIOL.SAUDE,007002510
IAM,NUCLEO DE APOIO TECNICO CIENTIFICO,032001401
ENSP,SETOR DE ORCAMENTO FINANCEIRO,007006110
IGM,DIRETORIA,033027000
IGM,LAB LEISHMANIOSES-CAVUNGE-STO ESTEVAO,033888812
IGM,VICE DIR. DE GESTAO E DESENV. INSTIT.,033027020
IGM,SALA DE FREEZERS 4,033005010
IGM,LABORATORIO DE PESQUISAS CLINICAS-LAPEC,033500000
COGEAD,BENS NAO LOCALIZADOS FPB MODELO I,066999991
IOC,LABORAT. COLECA0 DE TRIPANOSSOMATIDEOS,005002821
INI,,00
ENSP,COORDENACAO DE PESQUISA,007002120
INI,COMISSAO DE CONTROLE INFECCAO HOSPITALAR,017000002
COGEAD,SERVICO DE COMPRAS,069001220
IRR,PLATAFORMA DE SEQUENCIAMENTO DNA-SOLID,031040270
FAR-MANGUINHOS,NUCLEO DE DE PROJETOS EXTERNOS,011010201
IFF,INSTITUTO FERNANDES FIGUEIRA,006008000
COC,VICE DIR DE PATRIMONIO CULT. E DIV. CIEN,014120000
ILMD,ESCRITORIO DE PROJETOS,042103140
IFF,BENS NAO LOCALIZADOS,006000001
COGEAD,REDE DE ESCOLA TEC. DO SUS,012000006
COC,ASSISTÊNCIA TÉCNICA DA VDPCDC,014120010
COC,SOCIEDADE DE PROM CASA DE OSWALDO CRUZ,014135500
COGEAD,ESCOLA POLITECNICA SAUDE JOAQUIM VENAN,012000000
INI,VICE-DIRECAO DE ENSINO,017202210
ICTB,"SERVICO DE SAUDE, SEGURANCA DO TRABALHO",018004200
COGEAD,ASSESSORIA DE COMUNICACAO,018005100
IRR,LAB.MALACOLOGIA,031015000
COGEAD,COORDENACAO DA QUALIDADE,069001450
COGEAD,COORD. DE SEG PATRIMONIAL E DO TRABALHO,069001330
COGEAD,LABORATORIO DE FUNGOS PATOGENICOS,069001412
ILMD,SECAO DE PROTOCOLO E ARQUIVO DOCUMENTAL,042103720
INCQS,ASSISTÊNCIA TÉC. DE REGULAÇÃO SANITÁRIA,065000007
ICTB,,001800600
COGEAD,SECAO DE ACESSO A INFORMACAO,009101501
COGEAD,ASSESSORIA COOPERACAO INTERNACIONAL,001001600
IGM,PESQ. VISIT. LIP,033090000
FAR-MANGUINHOS,SECAO DE GESTAO LOGISTICA,011010201
FAR-MANGUINHOS,NUCLEO DE ACOMPANHAMENTO PROCESSUAL,011010201
FAR-MANGUINHOS,SERVIÇO TECNICO DE SUPORTE ADM,011010201
FAR-MANGUINHOS,NUCLEO DE VALIDACAO E QUALIFICACAO,011010201
FAR-MANGUINHOS,SERVICO DE COMPRAS NACIONAIS SERVICOS,011010201
FAR-MANGUINHOS,NUCLEO DE GESTAO DA INFORMACAO,011010201
COGEAD,COORDENACAO DA GARANTIA DA QUALIDADE,018002000
COGEAD,ASSISTENCIA TECNICA DE ENSINO,018004600
ILMD,GERENCIA BIO DIVERSIDADE,042001200
COC,ESPACO BIODESCOBERTA,014135110
COGEAD,LAB DE VIGILANCIA EM LEISHMANIOSE,017100025
IGM,HOSPITAL MAT. CLELIA REBOUCAS DE MUTUIPE,033999923
IRR,VICE-DIRETORIA DE GESTAO INSTITUCIONAL,031000009
IAM,SECAO PORTARIA PROTOCOLO,032002420
ENSP,GABINETE,007008000
FAR-MANGUINHOS,PROGRAMACAO E CONTROLE DE PRODUÇÃO,011010201
COGEAD,COORDENACAO DE ADMINISTRACAO,043104000
ILMD,SECRETARIA DE ESTADO - SEJUSC/AM,042103130
IFF,UNIDADE DE PESQUISA CLINICA,006000001
IOC,LAB. DE HANSENIASE,005003130
INI,LAB PESQ CLINICA DERMATOLOGIA INFECCIOSA,017204604
INI,LAB PESQ CLINICA EM MEDICINA INTENSIVA,017204605
FAR-MANGUINHOS,SERVICO DE COBRANCA,011010201
FAR-MANGUINHOS,SECAO DE ANALISE TECNICA,011010201
ILMD,SECRETARIA DE ESTADO - SEJUSC/AM,042102000
COGEAD,SECRET. TECN.REDE ESCOLAS TECNICAS  SUS,012000006
COC,SERVICO DESIGN E PRODU  DIVUL CIENTIFICA,014135400
COGEAD,CONTROLE ORCAMENTARIO,001001001
COGEAD,SECRETARIA DO PRESIDENTE,001000003
ENSP,CENTRO DE REFERÊNCIA PROF. HÉLIO FRAGA,007010000
COGEAD,COORDENACAO SAUDE DO TRABALHADOR,067000000
COGEAD,SECAO DE ANALISE E RELATORIO CONTABIL,020003210
IFF,UNIDADE DE PACIENTES GRAVES -UPG,006000000
IFF,SERVICO DE SEGURANCA,006001830
IFF,UROANALISE - PATOLOGIA CLINICA,006004570
COGEAD,ASSISTENTE TECNICO DA GESTAO DE ACERVOS,009101004
IGM,SALA EXAUSTAO,033140002
IOC,HOSPITAL EVANDRO CHAGAS,005003200
ENSP,NUCLEO DE PLANEJAMENTO E ORCAMENTO,007006100
COGEAD,VICE DIRETORIA DE PESQUISA,009102000
ICTB,COORDENAÇÃO DE ENSINO,018004600
COGEAD,SECRETARIA ACADEMICA,069001140
COGEAD,SERVICO DE SUPRIMENTO,069001270
COGEAD,SECRETARIA EXECUTIVA,069001004
COGEAD,SETOR DE BIBLIOTECA E ARQUIVO,069001150
COGEAD,VICE DE GESTAO E DESENV. INSTITUCIONAL,069001200
COGEAD,MULTIMEIOS,069001160
COGEAD,VICE DIR. DE PESQ. E DESENV. TECNOLOGICO,069001400
COGEAD,NUCLEO DE INOVACAO TECNOLOGICA,069003300
COGEAD,SERVICO DE PLANEJAMENTO,069001210
COGEAD,"VICE-DIR. DE ENSINO, INF. E COMUNICACAO",069001100
COGEAD,ASSES. DE COMUNICACAO E DIVUL CIENTIFICA,069001130
COGEAD,SERVICO DE CONTRATOS,069001209
COGEAD,SERVICO DE GESTAO DE PESSOAS,069001230
COGEAD,LAB. DE PROT. COMPUTACIONAL E ESTRUTURAL,069001429
COGEAD,SERVICO DE FINANCAS,069001211
COGEAD,SALA DE EQUIPAMENTOS I,069001425
COGEAD,SECAO DE EXECUCAO CONTABIL,020003220
COGEAD,SERVICO DE NUTRICAO E DIETETICA,017104700
COGEAD,SECRETARIA ACADEMICA,009102001
IGM,COPA PAVILHAO AP,033027060
IAM,ASFOC-CPQAM,032009900
IGM,AUDITORIO,033022011
COGEAD,LAB DE CRIACAO E EXPERIMENTACAO ANIMAL,069001411
COGEAD,FARMACIA POPULAR BA-ITAMARAJU,066004032
COGEAD,FARMACIA POPULAR PA-SANTANA DO ARAGUAIA,066007047
COGEAD,FARMACIA POPULAR MG-UBA,066160006
IOC,LAB. DE DIPTERA,005002840
COGEAD,FARMACIA POPULAR GO-IQUEGO,066003002
COGEAD,FARMACIA POPULAR BA-ILHEUSII,066004054
COGEAD,FARMACIA POPULAR SP-CACAPAVA,066001077
ENSP,SETOR ORÇAMENTO,007006110
FAR-MANGUINHOS,SERVICO CONTABIL FISCAL,011010201
COGEAD,DEPART.ENSINO REGULAR,012003000
COGEAD,VICE-PRESIDENCIA DE TECNOLOGIA,001003000
IRR,CENTRO REF. COMP. VET. DE FLEBOTOMINEOS,031040050
COC,SECAO DE CIENCIA MOVEL,014135430
IGM,SALA CAMARA FRIA,033140005
INCQS,LABORATORIO MATERIAIS REFERENCIAS-FUNGOS,065007310
ILMD,LAB. DE HIST. POL. PUB. E SAUDE DA AMAZO,042101500
COGEAD,REDE FIOCRUZ,001001702
IOC,COORDENADORIA INFORM.COMUNIC.INFORMATICA,005000002
COGEAD,SECAO DE COMPRAS,042103110
COC,VICE DIRECAO DE PESQUISA E EDUCACAO,014110000
ENSP,SECAO DE PATRIMONIO,005001004
FAR-MANGUINHOS,SECAO DE SEGURANCA PATRIMONIAL,011010201
COGEAD,CENTRO DE PESQUISAS GONCALO MONIZ,033000000
IGM,AREA CIRCULACAO 1 PAV. ZILTON ANDRADE,033027120
COGEAD,UNIDADE DE APOIO AO DIAGN. COVID 19 - CE,001018004
INCQS,LABORATORIO ALIMEN.CONTAMINANTES IV,065002240
COGEAD,SALA DE PREPARO DE SOLUCOES,069001409
COGEAD,SALA DE CULTIVO DE BACTERIAS,069001408
IGM,SECAO DE TRANSPORTE,033003800
COGIC,SEÇÃO AREAS VERDES,008004202
COGIC,,008105103
IGM,HOSPITAL COUTO MAIA,033999941
ICTB,SERVICO DE GENETICA - CECAL,018006300
INCQS,NT DE REGISTRO DE PRODUTOS BIOLÓGICOS,065007800
ICTB,PAVILHAO ANIMAIS MEDIO GRANDE PORTE,018007400
INI,ASSISTENCIA TECNICA DE ENFERMAGEM,017104002
COGEAD,ASSISTENCIA TECNICA DE ENFERMAGEM,017104002
IGM,PURIFICACAO,033120000
COGEAD,DIRETORIA FIOCRUZ BRASILIA,043000000
COGEAD,INSTITUTO LEONIDAS & MARIA DEANE,042000000
IGM,SALA FOTOGRAFUA/ELETROFORESE/IMUNOFLORES,033027150
TESTE,UNIDADE PARA EMISSAO DE NF(DECOM),000000001
IRR,PLATAFORMA DE BIOPROSPECCAO DE PROD. NAT,031040210
IOC,LAB. DE BIOL. CELULAR DE MICRORGANISMOS,005001930
IOC,LABORATORIO DE FISIOPATOLOGIA HUMANA,006008210
COGEAD,SALA DE EQUIPAMENTOS II,069001426
IGM,LABORATÓRIO DE PATOLOGIA EXPERIMENTAL,033007000
IFF,LABORATORIO DE HEMOTERAPIA,006004590
IFF,AMBULATORIO DE FOLLOW-UP,006004215
COGEAD,LAB. DE CULTIVO DE CELULAS EUCARIOTAS,069001413
COGEAD,PLATAFORMA DE PUR. E CARAC. DE PROTEINA,069001302
IRR,PLAT. DE ENS. PRE-CLIN. DE TRI. DE DROGA,031040220
IOC,LAB DE ENTEROVIRUS,005120067
IGM,INSTITUTO GONCALO MONIZ,033000000
COGEAD,ARQUIVO,012001017
IRR,INSTITUTO RENNE RACHOU,031000000
COGEAD,FARMACIA POPULAR SP-SANTA MARCELINA,066001023
INI,,0CAMA BOX
IOC,LAB DAS INTERACOES VIRUS-HOSPEDEIROS,005120071
IRR,SERVICO DE APOIO A PESQUISA,031040150
COGEAD,BIOBANCO COVID-19 DA FIOCRUZ,001010006
TESTE,NUCLEO DE INFORMATICA,014009000
IRR,SECAO DE CONTROLE E ACOMPAN.CONTRATOS,031002450
INCQS,SEÇÃO DE SUPORTE TÉCNICO AO USUÁRIO,065001502
TESTE,DEPART.DE PESQUISA,014001000
IRR,LAB. DE REFERENCIA EM DOENCA DE CHAGAS,031040030
FAR-MANGUINHOS,SERVICO DE IMPORTACAO E EXPORTACAO,011010201
COGEAD,PRESIDENCIA FIOCRUZ,001000000
IRR,NUCLEO DE SAUDE DO TRABALHADOR,031000022
COGIC,SECAO ELEVADOR,008004170
COGIC,SECAO INSTALACAO 2,008003412
IRR,SERVICO DE EXECUCAO FINANCEIRA,031002200
COGEAD,COORD. EXEC. DO COMP. DOS INST. NAC. SAU,001010004
COGIC,SECAO SINDICO,008003196
COGIC,SUB-SUBSECAO TELEFONIA,008003407
IRR,"SAÚDE, EDUCAÇÃO E CIDADANIA",031040330
IRR,COLECAO DE MALACOLOGIA MEDICA,031036000
IRR,SERVICO DE CAP. EM METODOS QUANTITATIVOS,031050010
IRR,GENOMICA FUNCIONAL DE PARASITOS,031040120
IRR,ARQUIVO CENTRAL,031002510
IGM,INSTITUTO DE CIENCIAS DA SAUDE-ICS- UFBA,033999910
COGEAD,SECAO DE SUPORTE DE REDE,043203620
COGEAD,SECAO DE DESENVOLVIMENTO DE SISTEMAS,043203610
IRR,PLATAFORMA DE ELETROFORESE 2D,031040170
IGM,ITAQUARA,033150000
FAR-MANGUINHOS,MATERIAL AGUARDANDO ALIENACAO,011010201
IGM,PLATAFORMA DE PROCESSAMENTO DE AMOSTRAS,033120001
COGEAD,SERVICO DE ADMINISTRACAO DE PESSOAL,016004100
IGM,COORDENACAO DE ENSINO,033017000
COGIC,GESTÃO DE MANUTENÇÃO EQUIPAMENTOS,008200111
COGEAD,SERVICO DE CONTROLE DA QUALIDADE ANIMAL,018006000
IGM,RECEPCAO AP,033031010
INCQS,SEÇÃO DE DESENV. E MANUT. DE SISTEMAS,065001503
COGEAD,ESCRITORIO DE ENGENHARIA,008002000
ILMD,SECAO DE ADMINISTRACAO DE COMPRAS,042103110
ILMD,SERVICO DE PLANEJAMENTO E COOPERACAO,042103500
FAR-MANGUINHOS,SETOR DE ASSUNTOS REGULAT0RIOS,011010201
FAR-MANGUINHOS,GESTAO DE DOCUMENTOS,011010201
TESTE,CASA DE OSWALDO CRUZ,014000000
TESTE,SECAO DE ADMINISTRACAO,014000010
FAR-MANGUINHOS,SERVICO DE CONTROLE MICROBIOLOGICO,011103220
IAM,LABORATORIO DE BIOQUIMICA E BIOLOGIA MOL,032004001
IFF,DIP-DEPOSITO,006009970
COGEAD,NÚCLEO DE SAUDE DO TRABALHADOR,016004400
ILMD,GERENCIA DE BIO DIVERSIDADE,042004000
COGEAD,NUCLEO DE BIOINFORMATICA,069003200
IOC,NUCLEO DE EVENTOS,005150100
COC,,
ILMD,COLECAO BIOLOGICA,
INCQS,LAB. DE PROD. BIOLÓGICOS E ART. DE SAÚDE,
ILMD,SERVICO DE POS-GRADUACAO,
IRR,COLECAO DE VETORES DA DOENCA DE CHAGAS,
INI,LAB DE VIGILANCIA EM LEISHMANIOSES,
COGEAD,REDE FIOCRUZ,
COGIC,SERVICO ENGENHARIA DE EQUIP. CIENTIFICOS,
COGEAD,SECRETARIA GESTAO ACADEMICA,
IGM,SALA DE CIRCUITO FECHADO DE TELEVISAO,
IGM,LABORATÓRIO DE PATOLOGIA EXPERIMENTAL,
IGM,HOSPITAL UNIVERS. PROF. EDGARD SANS,
COGEAD,SERVICO DE INTERNACAO,
INCQS,COORDENAÇÃO DE PÓS-GRADUAÇÃO,
IRR,"SAÚDE, EDUCAÇÃO E CIDADANIA",
COGEAD,SECAO DE CONTRATOS E CONVENIOS,
ENSP,ESCOLA NAC. SAÚDE PÚBLICA SERGIO AROUCA,
COGEAD,FARMACIA POPULAR NUCLEO BAHIA,
COGEAD,LAB DE VIGILANCIA EM LEISHMANIOSE,
COGEAD,LAB DE PESQ CLINICA DOENCAS DE CHAGAS,
IGM,HOSPITAL ROBERTO SANTOS,
ICC,INSTITUTO CARLOS CHAGAS,
IAM,LABORATORIO DE BIOQUIMICA E BIOLOGIA MOL,
IRR,LAB. DE REF. EM DIAG. DE ESQUISTOSSOMOSE,
COGEAD,LAB DE CRIACAO E EXPERIMENTACAO ANIMAL,
COGEAD,SETOR DE PROTOCOLO,
COGEAD,PROGRAMA DE SAUDE CULTURAL E EDUCACAO,
COGEAD,INFRAESTRUTURA DE MANUTENCAO,
IOC,LAB. DE BIOQ. DE PROTEINAS E PEPTIDEOS,
COGEAD,INSTITUTO DE BIOLOGIA MOLECULAR DO PR,
COGEAD,COORDENACAO DE GESTAO INTEGR.ESTRATEGICA,
IFF,NUCLEO DE EPDEMIOLOGIA,
COGEAD,NUCLEO DE EVENTOS,
COGEAD,SECAO DE EXECUCAO CONTABIL,
IGM,FUNDACAO APOIO PESQUISAS EXTENSAO-FAPEX,
ENSP,DIRECAO - HELIO FRAGA,
ENSP,ASSESSORIA DE COOPERACAO INTERNACIONAL,
IGM,INSTITUTO DE SAUDE COLETIVA,
IGM,UNIDADE ATENDIMENTO EMERGENC SAO MARCOS,
COGEAD,SETOR DE PATRIMONIO,
ENSP,NUCLEO DE ESTUDO LOCAIS EM SAUDE - ELOS,
IGM,AUDITORIO,
IAM,SECRETARIA DE PESQUISAS,
COGEAD,ASSISTENCIA TECNICA DE ENSINO,
IGM,DEPARTAMENTO DE ADMINISTRACAO,
IGM,SERVICO DE PLANEJAM ORCAMENTO E COOPER.,
IGM,LAB.INT.MICROBIOLOGIA IMUNO REGULACAO,
ICTB,SECAO DE CONTRATOS,
ICTB,ASSESSORIA DE COMUNICACAO,
ICTB,VICE-DIRETORIA DE ENSINO E PESQUISA,
ICTB,NUCLEO DE INOVACAO TECNOLOGICA,
ICTB,SECAO DE LICITACAO,
IGM,SALA DE FACS LIP/LIMI-PAV.ZILTON ANDRADE,
COGEAD,LABORAT TRABALHO E EDUCACAO PROF SAUDE,
COGEAD,SERVICO DE CONTROLE DA QUALIDADE ANIMAL,
IAM,SECAO DE INFORMATICA,
COGEAD,CENTRO INFOR. CIENTIFICAS TECNOLOGICAS,
IOC,LAB. DE AIDS E IMUNOLOGIA MOLECULAR,
COGEAD,SETOR DE COMPRAS,
IAM,COMISSÃO DE BIOSSEGURANÇA,
FAR-MANGUINHOS,SECAO DE GESTAO LOGISTICA,
FAR-MANGUINHOS,ASSESSORIA DE GESTAO SOCIAL,
INCQS,VICE DIRETORIA DO INCQS,
IRR,PLATAFORMA DE PCR EM TEMPO REAL,
INI,COMISSAO DE CONTROLE INFECCAO HOSPITALAR,
IAM,CORRDENACAO DA QUALIDADE,
INCQS,SEÇÃO DE DESENV. E MANUT. DE SISTEMAS,
COGIC,SUBSEÇÃO ARQUIVO,
COGEAD,DIRETORIA DE ADMINISTRAÇÃO DO CAMPUS,
ILMD,ASSESSORIA DE GESTAO DA QUALIDADE,
IOC,SECAO DE ESTOQUE E DISTRIBUICAO,
COGEAD,DIRETORIA DE ADMINISTRACAO,
COC,SECAO DE INFRAESTRUTURA,
FAR-MANGUINHOS,FAR-MANGUINHOS,
COGEAD,SEC.ARQUIV.MICROFILMAGEM - EXP.DO CAMPUS,
INI,DIRECAO DO IPEC,
ENSP,ENSINO,
COGEAD,SECAO DE PRODUCAO,
IGM,POSTO JEQUIE,
COGEAD,ARQUIVO,
IGM,SALA CAMARA FRIA,
IOC,SECAO DE ARQUIVO,
COGEAD,COORD. DE SEG PATRIMONIAL E DO TRABALHO,
IAM,SECAO DE LIMPEZA E CONSERVACAO,
COGEAD,COORDEN.REDE BIBLIOT.FISICAS E VIRTUAIS,
IRR,COLECAO DE MALACOLOGIA MEDICA,
ILMD,SERVICO DE COLECOES,
INCQS,GESTAO ECONOMICA,
COGEAD,SALA DE PREPARO DE SOLUCOES,
IGM,SETOR DE LAVAGEM/ESTERILIZACAO,
COGEAD,SECAO ESTERILIZACAO,
ICTB,SERVICO DE GENETICA - CECAL,
COGEAD,BENS A ALIENAR,
IGM,RECEPCAO AP,
IGM,CENTRO DE PESQUISAS GONCALO MONIZ,
IGM,AREA DE CIRCULACAO II - PAV. CENTRAL,
IGM,AREA CIRCULACAO 1 PAV. ZILTON ANDRADE,
IGM,AREA CIRCULACAO 2 PAV. ZILTON ANDRADE,
IGM,AREA DE CIRCULACAO I - PAV. CENTRAL,
COGEAD,COORDENACAO COOPERACAO INTERNACIONAL,
COGEAD,FARMACIA POPULAR SP-ITAQUERA,
COGEAD,SECAO PRESTACAO CONTAS DE CONVENIOS,
ENSP,PROGRAMA DE EDUCACAO A DISTANCIA,
COC,SERVICO DE GESTAO DO TRABALHO,
IGM,CENTRO DE CRIACAO DE ANIMAIS UFBA,
COGEAD,SETOR DE INFORMATICA,
ILMD,ASSESSORIA DE COMUNICACAO,
COGEAD,COORDENACAO DE REVISTA,
COGEAD,NUCLEO DE BIOINFORMATICA,
INCQS,SEÇÃO DE INFRAEST. DE REDE E SEG. DA INF,
INCQS,SEÇÃO DE SUPORTE TÉCNICO AO USUÁRIO,
IGM,SALA DE PCR REAL TIME,
COGEAD,VICE DIRETORIA DE PESQUISA,
IOC,LAB. DE BIOLOGIA CELULAR,
IOC,LAB. DA COLECAO ENTOMOLOGICA,
COGEAD,CHEFIA DE GABINETE,
IRR,LAB.MALACOLOGIA,
IGM,SALA DE FREEZERS 4,
IGM,SALA DE FREEZERS 2 PAV. ZILTON ANDRADE,
IRR,GENOMICA FUNCIONAL DE PARASITOS,
COGEAD,COORD.GERAL ENSINO TECN. NV MEDIO SAUDE,
IOC,LAB DE ENTEROVIRUS,
COGEAD,LAB DE MICOLOGIA,
IRR,CENTRO DE REF. NAC.E INT. FLEBOTOMINEOS,
IGM,COMP. MUN. DE VIG. EM SAUDE DE SALVADOR,
IGM,CONTENDAS DO SINCORÁ SEC.MUNICIPAL SAUDE,
COGIC,SECAO MECANICA,
COGEAD,INSTITUTO FERNANDES FIGUEIRA,
FAR-MANGUINHOS,SETOR DE MATERIAL,
IOC,SERVICO DE INFORMATICA,
COGEAD,PROGRAMA DE DIREITO SANINTARIO,
FAR-MANGUINHOS,SERV. DE PLAN. E CONTR. ORÇ. E GEST. CUS,
ILMD,SECRETARIA DE ESTADO/ SEJUSC-AM,
ILMD,SECRETARIA DE ESTADO/ SEJUSC- AM,
ILMD,SECRETARIA DE ESTADO SEJUSC-AM,
FAR-MANGUINHOS,SERVIÇO TECNICO DE SUPORTE ADM,
FAR-MANGUINHOS,SERVICO DE PLAN. E AGRUP. DE SUPRIMENTOS,
FAR-MANGUINHOS,SECAO DE ANALISE TECNICA,
IGM,INSTITUTO DE BIOLOGIA - UFBA,
IOC,LAB. DE ULTRA-ESTRUTURA CELULAR,
COGEAD,COORDENACAO DE PROCESSOS DISCIPLINARES,
COGEAD,SERVICO DE CONTRATOS,
COGEAD,VICE DIR DE DESENVOLVMENTO INSTITUCIONAL,
COGEAD,VICE DIR. DE INFORMACAO E COMUNICACAO,
COGEAD,SERVICO DE SUPRIMENTO,
IAM,DEP.PATOLOGIA BIOLOGIA CELULAR,
COGEAD,SERVICO DE TECNOLOGIA DA INFORMACAO,
COGEAD,SECAO DE DESENVOLVIMENTO DE SISTEMAS,
COGEAD,VICE DIRECAO DESENVOLVIM. INSTITUCIONAL,
ILMD,ESCRITORIO DE PROJETOS,
IAM,SECRETARIA DE SERVICOS DE REFERENCIA,
IGM,CENTRO DE CONTROLE DE ZOONOSES SEC. EST.,
IRR,NUCLEO DE ESTERILIZACAO,
COGEAD,PLAT. DE BIOENSAIOS EM MET. ALT. EM CITO,
ILMD,LAB. DE HIST. POL. PUB. E SAUDE DA AMAZO,
IGM,LAB. PATOLOGIA E BIOINTERVENCAO,
IRR,POLITICAS PUBLICAS E SANEAMENTO,
ILMD,LAB. DE SIT. DE SAUDE E GEST. DO CUIDADO,042101600
IGM,DEPOSITO - LIP,033019010
COGEAD,PROGRAMA DESENV. TECNOL. INSUMOS SAUDE,102000000
FAR-MANGUINHOS,SETOR DE ESTOCAGEM E EXPEDICAO,011010201
ICC,INSTITUTO CARLOS CHAGAS,069000000
COGEAD,CENTRO DE ESTUDOS,001011001
IRR,PLATAFORMA DE IMPRESSÃO 3D,031040360
INCQS,LACEN - INCQS,065999999
ICTB,PAVILHAO DE ANIMAIS MEDIO GRANDE PORTE,018007400
COGEAD,SECAO CONTROLE E ACOMPANHAMENTO,020005330
INI,SETOR DE COLETA - COORD. LABORATORIO,017001105
INI,LAB DE PESQ EM PATOGENIA VIRAL,017204616
COGEAD,VICE-PRESIDENCIA AMB.COMUN.INFORMACAO,001005000
ICTB,VICE DIRETORIA,018001010
IFF,DEPARTAMENTO DE CIRURGIA PEDIATRICA,006004229
COGEAD,DEPART.ENSINO SUPLENCIA,012004000
IOC,LAB. DE HANSENÍASE,005003130
IGM,ASSOCIACAO PAIS AMIGOS DOS EXCEPCIONAIS,033999922
INCQS,COORD.PESQ.ENSINO DES.REC.HUMANOS,065005000
COGEAD,FARMACIA POPULAR SP-ITAQUERA,066001006
COGEAD,FARMACIA POPULAR CE-CAUCAIA MATERNIDADE,066006019
IAM,SECRETARIA DE PESQUISAS,032002211
ICTB,SERVICO DE GESTAO DA QUALIDADE,018002000
IGM,FACULDADE DE MEDICINA UFBA,033888800
COGEAD,COORDEN.REDE BIBLIOT.FISICAS E VIRTUAIS,009101003
ENSP,ASSESSORIA DE COOPERACAO INTERNACIONAL,007000006
COGEAD,DEPTO DE FISIOLOGIA E FARMACODINÂMICA,005003600
INI,ASSESSORIA TECNICA COOPERACAO COM O SUS,017201700
COGEAD,,111001110
INCQS,COORDENAÇÃO DE PÓS-GRADUAÇÃO,065000002
IGM,FUNDACAO APOIO PESQUISAS EXTENSAO-FAPEX,033020020
IGM,INSTITUTO DE FISICA DA UFBA,033888805
IGM,CENTRO DE CONTROLE DE ZOONOSES SEC. EST.,033999952
COC,SERVICO DE CONSERVACAO E RESTRUTURACAO,014134100
IOC,LABORATORIO DE BIOLOGIA ESTRUTURAL,005001940
IOC,DEPTO DE PATOLOGIA,005002700
IFF,6  ENFERMARIA - DEPTO. PEDIATRIA,006004204
IGM,POSTO JEQUIE,033010020
IRR,INSTITUTO OSWALDO CRUZ,005000000
IRR,LAB DE BIOLOGIA CELULAR,005120062
COGEAD,CENTRO DE EST. DA SAUDE DO TRAB.ECOL.HUM,013000000
IRR,PLATAFORMA PCR EM TEMPO REAL BH,031040200
COGEAD,SERVICO DE TRANSPORTE,008005200
COGEAD,COORDENACAO DE SAUDE DO TRABALHADOR,067000010
COGEAD,DEPART.BIBLIOTECA DO IFF,009001300
COGEAD,BIBLIOTECA DE MANGUINHOS,009000110
ILMD,SERVICO DE COLECOES,042101200
COGEAD,SETOR DE PROGRAMACAO VISUAL,009001020
COGIC,SEÇÃO PAISAGISMO,008004201
COGEAD,PROGRAMA DE ALIMENTACAO E NUTRICAO,043100005
COGIC,SECAO MECANICA,008003060
COGEAD,FARMACIA POPULAR RN-MARIZE BASTIER,066270009
COGEAD,LOGISTICA/FPB,066010004
COGEAD,DEPART.APRENDIZAGEM E QUALIFICACAO,012002000
ENSP,SECRETARIA DE ADMINISTRACAO,007006100
IOC,SERVIÇO DE GESTAO DOCUMENTAL,005134040
INI,CENTRO DE TERAPIA INTENSIVA,017205330
ENSP,GABINETE DA DIREÇÃO/ENSP,007008000
INI,NUCLEO DE ATENCAO A SAUDE DO TRABALHADOR,017207221
COGEAD,AREA DE MEIO AMBIENTE E SAUDE,013003000
FAR-MANGUINHOS,DEPARTAMENTO DE GESTAO AMBIENTAL,011010201
ILMD,NUCLEO DE SAUDE DO TRABALHADOR,042103010
COGEAD,ASSESSORIA DE COMUNICACAO,043100001
IOC,LAB. DE BIOLOGIA CELULAR,005001920
COGEAD,COORDENACAO DE PESQUISA,043103000
FAR-MANGUINHOS,SECAO DE ALIMENTACAO E NUTRICAO,011010201
ILMD,SECRETARIA DE ESTADO SEJUS/AM,042103000
ILMD,SECRETARIA DE ESTADO-  SEJUSC/AM,042100003
ILMD,SECRETARIA DE ESTADO SEJUSC-AM,042101000
ILMD,SERVICO DE ADM E INFRAESTRUTURA,042103200
COGEAD,VICE-PRESID. SERVICOS REFER. E AMBIENTE,001013000
COGEAD,COORDENACAO DE PLANEJAMENTO,004005000
COGEAD,DIRETORIA DE ADMINISTRACAO,002000000
FAR-MANGUINHOS,SECAO DE FARMACOLOGIA MOLECULAR,011010201
IGM,ASSOCIACAO OBRAS SOCIAIS IRMA DULCE,033888830
COGEAD,COORDENACAO DE PROCESSOS DISCIPLINARES,016000004
TESTE,ESPACO MUSEU DA VIDA,014003000
ENSP,SETOR DE ALMOXARIFADO DA ENSP,
COGEAD,CASA DE CHA,
INI,SERV. DE RECURSOS HUMANOS,
TREIN,UNIDADE PARA EMISSAO DE NF(DECOM),
COGEAD,ALMOXARIFADO FPB-2 ALIANCAS,
IOC,LAB.DE AVAL.PROMOCAO DA SAUDE AMBIENTAL,
